id,user_id,loan_timestamp,loan_amount,loan_purpose,outcome,interest,webvisit_id,name,ssn,birthday,gender,city,zip_code,visit_timestamp,referrer,campaing_name
21857998,61802598,1519769221,60000,Home purchase,REJECTED,8.7,,Ιάκωβος Σταμάτης,264-50-1293,1970-12-05,F,Τρίπολη,995 02,,,
21861581,93798112,1525575174,90000,Refinance existing loans,ACCEPTED,14.0,,Ζαμπέτα Κατσαντώνη,024-30-2371,1971-07-07,M,Μυτιλήνη,13007,,,
21863405,99464666,1565466764,70000,Refinance existing loans,REJECTED,7.0,84201846,Θεοδόσιος Σιγανός,504-19-0598,1986-08-30,M,Καλαμάτα,ΤΚ 41959,1519556118,Twitter,display2
21863405,99464666,1565466764,70000,Refinance existing loans,REJECTED,7.0,84201846,Θεοδόσιος Σιγανός,504-19-0598,1986-08-30,M,Καλαμάτα,ΤΚ 41959,1521514920,Twitter,display1
21863405,99464666,1565466764,70000,Refinance existing loans,REJECTED,7.0,84201846,Θεοδόσιος Σιγανός,504-19-0598,1986-08-30,M,Καλαμάτα,ΤΚ 41959,1541867306,Facebook,display2
21863405,99464666,1565466764,70000,Refinance existing loans,REJECTED,7.0,84201846,Θεοδόσιος Σιγανός,504-19-0598,1986-08-30,M,Καλαμάτα,ΤΚ 41959,1548133442,Facebook,display3
21865228,12948309,1542805285,170000,Buying a pet,REJECTED,14.0,,Αργύριος Τζουβέλης,715-68-3349,1983-06-21,F,Κοζάνη,34957,,,
21866032,46060150,1506900432,80000,Buying a pet,REJECTED,8.7,,Τιμοθέα Αλεξανδρίδου,178-24-2865,1993-06-13,M,Σάμος,ΤΚ 225 74,,,
21867791,32126325,1527085857,20000,Refinance existing loans,REJECTED,7.0,,Πολύκαρπος Βασιλάκης,822-12-2193,1990-08-18,F,Μεσολόγγι,10306,,,
21889915,90351765,1537983133,180000,home purchase,ACCEPTED,8.7,,Θεοφύλακτος Φωκάς,661-03-5951,1990-09-05,F,Ερμούπολη,04339,,,
21890853,26249284,1522038338,190000,Refinance existing loans,ACCEPTED,14.0,65675629,Θεοπίστη-Ειρήνη Τάτση,707-61-8900,1994-03-19,M,Ξάνθη,ΤΚ 52061,1516156220,Twitter,display1
21890853,26249284,1522038338,190000,Refinance existing loans,ACCEPTED,14.0,65675629,Θεοπίστη-Ειρήνη Τάτση,707-61-8900,1994-03-19,M,Ξάνθη,ΤΚ 52061,1548206273,Google,display3
21890853,26249284,1522038338,190000,Refinance existing loans,ACCEPTED,14.0,65675629,Θεοπίστη-Ειρήνη Τάτση,707-61-8900,1994-03-19,M,Ξάνθη,ΤΚ 52061,1554572141,Facebook,display3
21890853,26249284,1522038338,190000,Refinance existing loans,ACCEPTED,14.0,65675629,Θεοπίστη-Ειρήνη Τάτση,707-61-8900,1994-03-19,M,Ξάνθη,ΤΚ 52061,1560386881,Google,display2
21890853,26249284,1522038338,190000,Refinance existing loans,ACCEPTED,14.0,65675629,Θεοπίστη-Ειρήνη Τάτση,707-61-8900,1994-03-19,M,Ξάνθη,ΤΚ 52061,1567188949,Facebook,display3
21909036,45093839,1557485846,170000,Refinance existing loans,ACCEPTED,14.0,,Υβόννη-Βεατρίκη Κουφάκη,934-23-2675,1984-08-12,F,Πύργος,25555,,,
21922944,72530082,1527631422,240000,home purchase,REJECTED,8.7,,Αρτέμης Λουπασάκης,106-51-8076,1979-07-08,F,Κοζάνη,82700,,,
21927020,30666439,1566249834,290000,buying a pet,ACCEPTED,7.0,,Νεοκλής Αργυρίου,311-07-6666,1992-12-30,F,Αθήνα,28310,,,
21927750,62531239,1524076258,20000,Buying a pet,REJECTED,7.0,,Χρήστος Τσικνιάς,441-09-0735,1990-09-07,M,Φλώρινα,86230,,,
21930925,80575994,1564909467,230000,Buying a pet,ACCEPTED,7.0,,Ζαμπία Καλογιάννη,945-34-5397,1988-01-03,F,Καβάλα,ΤΚ 717 77,,,
21957840,77618136,1550253241,270000,Home purchase,REJECTED,8.7,,Αιμίλιος Μασόπουλος,523-67-7884,1982-12-29,M,Τρίκαλα,ΤΚ 08481,,,
21968029,25168854,1528831841,270000,Buying a pet,REJECTED,8.7,,Αγγελής Κουρσάρης,242-26-4492,1991-02-02,M,Ξάνθη,ΤΚ 387 29,,,
21986257,77474259,1569042591,190000,Refinance existing loans,REJECTED,6.7,,Ιππολύτη Κυργιά,250-88-6673,1975-05-04,M,Καρδίτσα,80821,,,
21996757,11769616,1551284751,220000,Refinance existing loans,REJECTED,8.7,15756703,Σοφοκλής Τρεντσίου,245-72-2807,1986-05-28,F,Μεσολόγγι,46443,1509528787,Google,display2
21996757,11769616,1551284751,220000,Refinance existing loans,REJECTED,8.7,15756703,Σοφοκλής Τρεντσίου,245-72-2807,1986-05-28,F,Μεσολόγγι,46443,1511964751,Facebook,display3
21996757,11769616,1551284751,220000,Refinance existing loans,REJECTED,8.7,15756703,Σοφοκλής Τρεντσίου,245-72-2807,1986-05-28,F,Μεσολόγγι,46443,1552971613,Google,display3
21996757,11769616,1551284751,220000,Refinance existing loans,REJECTED,8.7,15756703,Σοφοκλής Τρεντσίου,245-72-2807,1986-05-28,F,Μεσολόγγι,46443,1561182798,Twitter,display1
21997985,87310790,1558137081,230000,buying a pet,REJECTED,14.0,,Βερονίκη Καλαϊτζοπούλου,713-08-6782,1985-04-28,F,Ηράκλειο,82243,,,
22000850,28584900,1565774729,260000,buying a pet,REJECTED,6.7,34685090,Σωζούσα Καπανταϊδάκη,926-44-9721,1971-04-04,M,Κόρινθος,37129,,,
22000865,93687542,1522027466,50000,Home purchase,ACCEPTED,8.7,40015937,Ματθίλδη Ελευθερίου,080-49-7557,1985-12-12,F,Άρτα,ΤΚ 243 46,1521051263,Google,display1
22000865,93687542,1522027466,50000,Home purchase,ACCEPTED,8.7,40015937,Ματθίλδη Ελευθερίου,080-49-7557,1985-12-12,F,Άρτα,ΤΚ 243 46,1549782103,Facebook,display2
22003521,5779956,1510632128,60000,buying a pet,ACCEPTED,7.0,,Μαργαρίτα Παπανικολάου,997-33-1627,1984-02-04,F,Χανιά,106 68,,,
22004637,8928148,1540168161,50000,Refinance existing loans,REJECTED,8.7,,Κωνσταντίνα Χασάπη,713-07-7285,1992-01-30,F,Θεσσαλονίκη,ΤΚ 160 36,,,
22019665,17208819,1507058461,200000,buying a pet,REJECTED,6.7,,Ζωή Γεωργούλα,900-11-3449,1985-01-25,M,Καστοριά,47035,,,
22024687,9082214,1508191773,80000,Refinance existing loans,REJECTED,14.0,86874109,Λεονάρδος Θωμάς,086-08-1037,1981-01-23,F,Άρτα,ΤΚ 53107,1508612061,Twitter,display1
22024687,9082214,1508191773,80000,Refinance existing loans,REJECTED,14.0,86874109,Λεονάρδος Θωμάς,086-08-1037,1981-01-23,F,Άρτα,ΤΚ 53107,1520165377,Twitter,display1
22024687,9082214,1508191773,80000,Refinance existing loans,REJECTED,14.0,86874109,Λεονάρδος Θωμάς,086-08-1037,1981-01-23,F,Άρτα,ΤΚ 53107,1523078208,Google,display3
22024687,9082214,1508191773,80000,Refinance existing loans,REJECTED,14.0,86874109,Λεονάρδος Θωμάς,086-08-1037,1981-01-23,F,Άρτα,ΤΚ 53107,1547576799,Twitter,display1
22033062,52269433,1541264891,180000,Refinance existing loans,REJECTED,14.0,,Χαρίλαος Σάτλας,845-47-8618,1979-05-28,F,Κέρκυρα,ΤΚ 614 64,,,
22038383,41646290,1521677380,100000,Home purchase,ACCEPTED,8.7,93233925,Μαργιέττα Ματσούρη,473-07-2865,1972-10-11,M,Ηράκλειο,68373,1511690275,Facebook,display1
22038383,41646290,1521677380,100000,Home purchase,ACCEPTED,8.7,93233925,Μαργιέττα Ματσούρη,473-07-2865,1972-10-11,M,Ηράκλειο,68373,1513913781,Twitter,display3
22038383,41646290,1521677380,100000,Home purchase,ACCEPTED,8.7,93233925,Μαργιέττα Ματσούρη,473-07-2865,1972-10-11,M,Ηράκλειο,68373,1544637716,Google,display1
22043879,80047944,1535632904,270000,Refinance existing loans,ACCEPTED,7.0,,Κλειώ Τάτση,436-89-3747,1996-04-05,M,Κέρκυρα,ΤΚ 010 13,,,
22051318,90682969,1507632846,200000,Buying a pet,ACCEPTED,14.0,,Ερμιόνη Βασιλοπούλου,946-37-7840,1971-08-11,F,Χίος,ΤΚ 67661,,,
22056593,7259875,1523668530,90000,buying a pet,ACCEPTED,14.0,,Περικλεία Μπαλλή,487-99-5547,1992-05-23,F,Βέροια,61749,,,
22060350,29405343,1566811791,100000,buying a pet,REJECTED,6.7,,Βλασία Κανταρελή,755-28-8553,1971-05-12,M,Τρίπολη,ΤΚ 17932,,,
22078432,57359904,1536172171,120000,Buying a pet,REJECTED,8.7,,Αιμίλιος Παπουλής,005-59-4486,1979-05-01,M,Ρέθυμνο,93026,,,
22096493,1934735,1508392645,220000,Buying a pet,ACCEPTED,8.7,,Παύλος Τσουκνίδας,491-73-4832,1977-03-10,F,Φλώρινα,971 34,,,
22102565,55532016,1543374857,100000,Refinance existing loans,REJECTED,7.0,65043381,Λεμονιά Δημτσούδη,733-85-2686,1977-11-16,M,Πάτρα,ΤΚ 121 60,,,
22102865,29037696,1524051119,220000,Buying a pet,REJECTED,8.7,,Εφραίμ Ζολώτας,300-18-9074,1990-09-21,M,Πάτρα,71953,,,
22123430,85971082,1523117160,210000,Refinance existing loans,REJECTED,6.7,,Διαλεκτή Νίκα,703-31-2268,1971-01-09,M,Ηράκλειο,64079,,,
22147946,27534258,1517450741,30000,Home purchase,REJECTED,6.7,,Τιμολέων Κοντογιάννης,251-56-2112,1978-06-18,M,Σπάρτη,63220,,,
22150342,27116885,1518887684,120000,home purchase,REJECTED,7.0,,Στέλλιος Κατσαβός,296-73-0597,1975-07-28,M,Ερμούπολη,79451,,,
22163856,25928443,1552236313,180000,Buying a pet,REJECTED,14.0,,Θεόκλητος-Πανορμίτης Αετόπουλος,730-71-9045,1993-12-06,F,Ρόδος,818 10,,,
22183225,34249659,1528939269,170000,Buying a pet,REJECTED,8.7,,Χρυσοβαλάντιος-Κώστας Τάσιος,055-15-4499,1973-02-28,M,Τρίκαλα,ΤΚ 11512,,,
22189906,567738,1516572191,120000,Buying a pet,ACCEPTED,14.0,16159895,Εύκλεια Ξηρίδου,966-35-5961,1991-06-28,M,Ναύπλιο,ΤΚ 352 89,1551325912,Google,display1
22191249,69013433,1510743354,170000,buying a pet,ACCEPTED,8.7,,Γραμματική-Οδύσσεια Μπεκάκου,038-49-0994,1985-05-11,F,Άρτα,778 42,,,
22199162,39963613,1560004490,230000,buying a pet,REJECTED,6.7,80038656,Χλόη Φλασκή,537-93-1411,1974-08-06,F,Έδεσσα,772 03,,,
22200176,48162512,1536684426,120000,Refinance existing loans,ACCEPTED,8.7,,Νικήτας Νικολαΐδης,240-61-9132,1992-11-27,M,Ρέθυμνο,ΤΚ 42675,,,
22200274,87202903,1546862578,220000,Refinance existing loans,ACCEPTED,7.0,,Καλλιρόη-Καλομοίρα Πουλιάση,537-94-3518,1975-01-15,F,Άμφισσα,06114,,,
22200362,86924377,1510918318,210000,Refinance existing loans,REJECTED,14.0,49727397,Χριστοφόρα Οικονομοπούλου,444-58-0870,1995-11-29,F,Καρδίτσα,067 89,1511876962,Twitter,display2
22200362,86924377,1510918318,210000,Refinance existing loans,REJECTED,14.0,49727397,Χριστοφόρα Οικονομοπούλου,444-58-0870,1995-11-29,F,Καρδίτσα,067 89,1550816690,Twitter,display2
22205011,92043466,1547564160,230000,Refinance existing loans,ACCEPTED,8.7,84908204,Ακριβή Νταγκαλή,775-16-8795,1993-04-20,F,Μυτιλήνη,47876,1544455537,Google,display3
22205011,92043466,1547564160,230000,Refinance existing loans,ACCEPTED,8.7,84908204,Ακριβή Νταγκαλή,775-16-8795,1993-04-20,F,Μυτιλήνη,47876,1557337405,Google,display2
22208673,62499803,1552533169,120000,Home purchase,ACCEPTED,8.7,,Κίμων Πιάγκος,220-19-5244,1994-08-21,M,Καβάλα,ΤΚ 117 27,,,
22214570,89815111,1556771081,80000,buying a pet,REJECTED,14.0,,Ιππόλυτος Μελιτσόπουλος,214-68-9026,1981-11-02,M,Κιλκίς,69631,,,
22217111,47674307,1553829403,30000,Buying a pet,REJECTED,8.7,,Γαληνός Ψυχιάς,003-17-0359,1982-05-13,M,Λιβαδιά,07834,,,
22224530,1714817,1551162109,70000,home purchase,ACCEPTED,8.7,,Μαριάνθη Σαπρίκη,699-85-0122,1994-03-21,M,Θεσσαλονίκη,ΤΚ 800 21,,,
22236373,25039921,1509248231,100000,Refinance existing loans,ACCEPTED,8.7,88250801,Μαριάνθη Λυρή,285-27-6509,1972-04-08,F,Χίος,ΤΚ 100 32,1528920637,Facebook,display2
22238356,64004081,1511905549,210000,Buying a pet,ACCEPTED,6.7,83940383,Ινώ Κανελλή,654-20-7364,1994-12-10,M,Ηγουμενίτσα,268 21,1565580589,Google,display3
22239762,73645499,1566064860,220000,Refinance existing loans,REJECTED,6.7,,Γιασεμή Σπαθάρη,035-97-8371,1978-10-11,F,Ρόδος,ΤΚ 789 30,,,
22264115,63076359,1525962511,90000,Home purchase,REJECTED,14.0,50616914,Φλοριάντ Παπουλής,799-60-9074,1979-12-06,M,Κοζάνη,ΤΚ 83940,1515939099,Twitter,display1
22265721,8663205,1569165347,70000,Home purchase,REJECTED,14.0,,Αριστείδης Σπυρόπουλος,796-19-1162,1991-01-28,F,Σπάρτη,ΤΚ 91330,,,
22265879,4287575,1530931104,260000,Home purchase,REJECTED,7.0,,Θεοδούλη Νίκα,537-27-5264,1971-02-02,F,Κιλκίς,764 10,,,
22273077,97120525,1540245741,190000,Buying a pet,ACCEPTED,7.0,33501077,Ήβη Βακουφτσή,177-67-8285,1972-01-14,F,Καρδίτσα,16737,1518769271,Twitter,display2
22273077,97120525,1540245741,190000,Buying a pet,ACCEPTED,7.0,33501077,Ήβη Βακουφτσή,177-67-8285,1972-01-14,F,Καρδίτσα,16737,1520463550,Facebook,display1
22273077,97120525,1540245741,190000,Buying a pet,ACCEPTED,7.0,33501077,Ήβη Βακουφτσή,177-67-8285,1972-01-14,F,Καρδίτσα,16737,1537517555,Google,display3
22273077,97120525,1540245741,190000,Buying a pet,ACCEPTED,7.0,33501077,Ήβη Βακουφτσή,177-67-8285,1972-01-14,F,Καρδίτσα,16737,1548644448,Google,display2
22273077,97120525,1540245741,190000,Buying a pet,ACCEPTED,7.0,33501077,Ήβη Βακουφτσή,177-67-8285,1972-01-14,F,Καρδίτσα,16737,1566844742,Twitter,display3
22275416,84958681,1559584310,60000,buying a pet,ACCEPTED,6.7,,Λασκαρίνα Βαλιάκα,915-11-5145,1977-05-15,M,Ιωάννινα,399 01,,,
22278996,91897026,1515251867,50000,Refinance existing loans,REJECTED,7.0,50954912,Μαλβίνα Σοκολάκη,701-34-7937,1981-03-16,M,Λευκάδα,ΤΚ 17334,1568155177,Facebook,display2
22296412,35485434,1541491502,30000,Refinance existing loans,ACCEPTED,7.0,,Μαλαμάτη Χωρινού,191-87-2559,1978-01-25,F,Λευκάδα,060 48,,,
22323159,61845077,1550578338,200000,Refinance existing loans,ACCEPTED,8.7,,Νεκτάριος Αφρουδάκης,180-45-4206,1993-07-25,F,Έδεσσα,036 57,,,
22323255,11905442,1532872117,220000,Buying a pet,ACCEPTED,7.0,57063130,Μηλιά Πυροβόλου,855-03-4948,1992-10-03,M,Χίος,53128,1533770311,Facebook,display3
22323255,11905442,1532872117,220000,Buying a pet,ACCEPTED,7.0,57063130,Μηλιά Πυροβόλου,855-03-4948,1992-10-03,M,Χίος,53128,1565043816,Google,display2
22323255,11905442,1532872117,220000,Buying a pet,ACCEPTED,7.0,57063130,Μηλιά Πυροβόλου,855-03-4948,1992-10-03,M,Χίος,53128,1566604428,Twitter,display1
22331307,54712538,1530822355,120000,Refinance existing loans,REJECTED,14.0,,Αρτέμης Κερασοβίτης,313-58-5989,1973-04-06,F,Πύργος,ΤΚ 15123,,,
22336258,94981829,1555779006,280000,Buying a pet,ACCEPTED,7.0,37974019,Ασημίνα-Αχιλλεία Σπανίδου,538-32-4165,1975-12-08,F,Αλεξανδρούπολη,74317,1526088634,Twitter,display3
22336258,94981829,1555779006,280000,Buying a pet,ACCEPTED,7.0,37974019,Ασημίνα-Αχιλλεία Σπανίδου,538-32-4165,1975-12-08,F,Αλεξανδρούπολη,74317,1557803544,Twitter,display1
22351319,2722402,1554172445,80000,buying a pet,REJECTED,6.7,,Θεοχαρούλα Τραγούστη,865-75-2738,1996-06-08,F,Αγ. Νικόλαος,422 67,,,
22357560,76052807,1531285619,150000,Refinance existing loans,REJECTED,14.0,,Εφραίμ Μητρίδης,240-94-1764,1981-10-12,F,Καλαμάτα,354 55,,,
22357909,55166265,1521923995,250000,Refinance existing loans,ACCEPTED,6.7,,Ολύμπια-Θέμις Μηλιάδου,252-36-3516,1974-05-27,M,Ρόδος,ΤΚ 00013,,,
22362701,77374277,1508276639,250000,Refinance existing loans,REJECTED,14.0,,Ελένη Σπυριδάκη,763-38-1949,1979-04-18,M,Ηγουμενίτσα,94056,,,
22363750,85885340,1546898840,50000,buying a pet,ACCEPTED,14.0,,Φώτιος Κωστάκης,730-03-0522,1996-04-12,M,Καβάλα,89403,,,
22369841,79455230,1561462372,70000,Refinance existing loans,REJECTED,14.0,,Ζαφείρης Κωτούλας,790-20-8474,1981-08-15,F,Έδεσσα,159 30,,,
22383610,34349743,1546564261,120000,Home purchase,ACCEPTED,7.0,65263961,Πέτρα Καπνιά,540-04-0601,1971-04-23,F,Ρόδος,ΤΚ 011 14,1537953418,Google,display1
22383610,34349743,1546564261,120000,Home purchase,ACCEPTED,7.0,65263961,Πέτρα Καπνιά,540-04-0601,1971-04-23,F,Ρόδος,ΤΚ 011 14,1540494113,Google,display2
22383610,34349743,1546564261,120000,Home purchase,ACCEPTED,7.0,65263961,Πέτρα Καπνιά,540-04-0601,1971-04-23,F,Ρόδος,ΤΚ 011 14,1560864574,Twitter,display2
22391683,56278412,1507614428,40000,Refinance existing loans,REJECTED,6.7,1490927,Βλαδίμηρος-Αρτέμιος Γιαννούκος,663-28-8220,1979-05-25,M,Βόλος,ΤΚ 82567,1527447174,Google,display3
22391683,56278412,1507614428,40000,Refinance existing loans,REJECTED,6.7,1490927,Βλαδίμηρος-Αρτέμιος Γιαννούκος,663-28-8220,1979-05-25,M,Βόλος,ΤΚ 82567,1563634930,Facebook,display1
22392737,9755071,1524006686,50000,Refinance existing loans,REJECTED,6.7,,Κωνσταντίνος Πολυχρόνης,958-06-1359,1981-05-17,M,Φλώρινα,34450,,,
22398387,31034822,1564222322,150000,home purchase,ACCEPTED,7.0,,Σοφοκλής Χαβρεδάκης,232-47-4368,1980-03-06,F,Γρεβενά,ΤΚ 12446,,,
22401962,27332075,1565178681,300000,Home purchase,ACCEPTED,7.0,71349963,Τζανέτος Ρόγαρης,736-65-9265,1977-03-22,F,Καρπενήσι,ΤΚ 51962,1517296247,Facebook,display3
22401962,27332075,1565178681,300000,Home purchase,ACCEPTED,7.0,71349963,Τζανέτος Ρόγαρης,736-65-9265,1977-03-22,F,Καρπενήσι,ΤΚ 51962,1561283142,Twitter,display3
22404790,94281490,1561609593,40000,home purchase,REJECTED,6.7,5515620,Νικόλαος-Έξαρχος Βασιλογιάννης,528-18-2401,1980-11-20,F,Καλαμάτα,96865,,,
22406212,92555575,1509314730,150000,Refinance existing loans,REJECTED,6.7,,Ζαχαρίας Αβραμίδης,910-48-6125,1971-09-05,M,Αργοστόλι,656 07,,,
22413625,41767113,1568811370,120000,Refinance existing loans,ACCEPTED,6.7,,Βασίλης-Νικήτας Ψάλτης,907-46-2790,1989-04-04,F,Βόλος,55516,,,
22430858,99199614,1531743539,50000,Buying a pet,REJECTED,14.0,,Αναστάσιος-Σόλων Εμπορόπουλος,697-53-0242,1987-12-21,M,Καλαμάτα,60179,,,
22447613,8867045,1532115436,270000,Refinance existing loans,REJECTED,6.7,26795356,Φώτιος-Ησαΐας Σιδηρόπουλος,459-88-5211,1987-04-29,M,Χανιά,45180,1519020441,Google,display2
22447613,8867045,1532115436,270000,Refinance existing loans,REJECTED,6.7,26795356,Φώτιος-Ησαΐας Σιδηρόπουλος,459-88-5211,1987-04-29,M,Χανιά,45180,1535206185,Google,display1
22447613,8867045,1532115436,270000,Refinance existing loans,REJECTED,6.7,26795356,Φώτιος-Ησαΐας Σιδηρόπουλος,459-88-5211,1987-04-29,M,Χανιά,45180,1541778084,Facebook,display1
22447613,8867045,1532115436,270000,Refinance existing loans,REJECTED,6.7,26795356,Φώτιος-Ησαΐας Σιδηρόπουλος,459-88-5211,1987-04-29,M,Χανιά,45180,1558673119,Facebook,display2
22451388,93957793,1548479808,40000,Home purchase,ACCEPTED,14.0,,Σουμέλα Χαραλαμπίδου,993-83-7151,1989-05-29,F,Καρπενήσι,ΤΚ 072 53,,,
22463338,61855470,1550162799,220000,buying a pet,ACCEPTED,8.7,,Λυκούργος Γραμματικός,210-18-8604,1981-04-19,M,Χανιά,15922,,,
22463714,35998042,1534911083,100000,home purchase,ACCEPTED,14.0,,Ζαφείριος Κονδυλίδης,295-27-5546,1983-12-17,F,Ρέθυμνο,029 89,,,
22470633,25732402,1558780371,290000,Refinance existing loans,ACCEPTED,8.7,38230710,Μεθόδιος Μανελίδης,195-40-0501,1989-08-04,M,Τρίπολη,40679,,,
22501520,27670275,1536560738,230000,Home purchase,ACCEPTED,7.0,,Θεολογία Μπιμπίκα,733-64-1755,1976-09-06,F,Κιλκίς,ΤΚ 92923,,,
22513911,77856085,1529253953,260000,buying a pet,ACCEPTED,8.7,59946981,Ασπασία Μάντου,694-24-9695,1971-09-15,M,Θεσσαλονίκη,ΤΚ 856 09,1524424169,Google,display2
22521591,83249178,1552973186,290000,Refinance existing loans,REJECTED,8.7,,Άρτεμις-Γαλήνη Αθανασιάδου,457-46-4981,1988-12-02,M,Σάμος,14109,,,
22522074,39467431,1529376569,220000,Buying a pet,ACCEPTED,7.0,,Δροσιά-Ρηγούλα Καρακώστα,757-84-1070,1978-07-01,F,Μυτιλήνη,ΤΚ 961 08,,,
22534702,30259150,1555563949,70000,Refinance existing loans,ACCEPTED,8.7,,Κηρύκος Γκούβελος,489-73-9241,1992-10-25,M,Αργοστόλι,02220,,,
22540000,86769706,1554401521,120000,Buying a pet,REJECTED,6.7,96819490,Ευθαλία Ιωακειμίδου,625-68-9997,1980-05-27,F,Καρδίτσα,ΤΚ 56012,1544192044,Facebook,display3
22540000,86769706,1554401521,120000,Buying a pet,REJECTED,6.7,96819490,Ευθαλία Ιωακειμίδου,625-68-9997,1980-05-27,F,Καρδίτσα,ΤΚ 56012,1550011604,Twitter,display1
22540298,55769735,1530103555,230000,Buying a pet,ACCEPTED,6.7,98033326,Μαγδαληνός Μανελίδης,337-57-9619,1980-07-12,F,Βέροια,97788,1537683305,Facebook,display2
22544272,14695441,1561370442,150000,Refinance existing loans,ACCEPTED,8.7,,Νταίζη Παλιούρα,911-24-7228,1975-10-18,F,Αργοστόλι,67497,,,
22554526,70055796,1507064389,240000,Home purchase,ACCEPTED,7.0,54404642,Ελπίς-Λυδία Παυλίδου,506-77-6759,1984-07-14,F,Λιβαδιά,717 45,1537696530,Twitter,display3
22567591,8037320,1515862450,120000,buying a pet,ACCEPTED,8.7,,Μαυροειδής Μπαλουκίδης,504-09-6162,1994-05-29,M,Σπάρτη,90624,,,
22587367,66380077,1547529809,210000,Buying a pet,ACCEPTED,7.0,74368306,Φερενίκη Νίκα,711-17-1398,1994-12-04,M,Γρεβενά,83920,1535727830,Twitter,display1
22597337,86448313,1558969813,150000,Buying a pet,REJECTED,14.0,23325353,Θεοφύλακτος Κωστόπουλος,737-37-8282,1992-03-31,M,Κέρκυρα,ΤΚ 333 81,1515168871,Facebook,display3
22597337,86448313,1558969813,150000,Buying a pet,REJECTED,14.0,23325353,Θεοφύλακτος Κωστόπουλος,737-37-8282,1992-03-31,M,Κέρκυρα,ΤΚ 333 81,1531627950,Facebook,display3
22606730,14987357,1542861022,90000,buying a pet,ACCEPTED,6.7,,Εύα Κακοτρίχη,414-80-9228,1979-07-13,M,Ρέθυμνο,ΤΚ 938 14,,,
22613472,69770455,1514991570,170000,Home purchase,REJECTED,8.7,,Κωνσταντίνα Πανταζή,175-10-9170,1983-01-11,F,Άρτα,ΤΚ 68866,,,
22621742,87590403,1567451371,260000,Buying a pet,REJECTED,14.0,,Πούλια Ντότση,742-52-7508,1980-01-25,M,Πρέβεζα,ΤΚ 788 18,,,
22630342,9229268,1567995246,220000,Refinance existing loans,ACCEPTED,14.0,,Παναγιώτα Ραυτοπούλου,861-05-5955,1971-08-20,M,Ζάκυνθος,903 55,,,
22655147,18131439,1551742011,70000,Home purchase,REJECTED,14.0,,Παταπία Δουλουφάκη,052-03-5798,1986-09-17,M,Κοζάνη,ΤΚ 250 14,,,
22656395,21689817,1553436099,30000,Buying a pet,REJECTED,7.0,,Αγλαΐα Αποστολάκη,700-72-0951,1988-07-16,M,Θεσσαλονίκη,88858,,,
22668581,58161208,1538989013,20000,Home purchase,REJECTED,14.0,70360775,Πολυχρόνιος Λουπασάκης,618-16-1993,1982-07-21,F,Τρίπολη,94062,1551830357,Twitter,display1
22668581,58161208,1538989013,20000,Home purchase,REJECTED,14.0,70360775,Πολυχρόνιος Λουπασάκης,618-16-1993,1982-07-21,F,Τρίπολη,94062,1555705551,Google,display2
22668581,58161208,1538989013,20000,Home purchase,REJECTED,14.0,70360775,Πολυχρόνιος Λουπασάκης,618-16-1993,1982-07-21,F,Τρίπολη,94062,1562885096,Twitter,display1
22668581,58161208,1538989013,20000,Home purchase,REJECTED,14.0,70360775,Πολυχρόνιος Λουπασάκης,618-16-1993,1982-07-21,F,Τρίπολη,94062,1562903257,Twitter,display1
22680201,12198280,1556088633,220000,Refinance existing loans,ACCEPTED,14.0,,Ρεβέκκα Γερούκη,241-03-0425,1989-11-15,F,Πρέβεζα,82277,,,
22696084,51463640,1569399615,70000,home purchase,ACCEPTED,14.0,,Στεργιαννώ Τσακίρη,668-65-5303,1990-08-10,F,Καλαμάτα,ΤΚ 82565,,,
22709846,69750283,1536787059,270000,Refinance existing loans,ACCEPTED,6.7,,Στέργιος Κορομήλας,192-90-5229,1975-01-23,M,Άρτα,79638,,,
22710304,58980878,1521800986,20000,Refinance existing loans,REJECTED,8.7,,Κομνηνή Παπανδρέου,088-42-3146,1987-03-30,M,Τρίκαλα,ΤΚ 798 60,,,
22715662,47897765,1538744632,50000,Refinance existing loans,REJECTED,7.0,,Θεόδωρος Πιάγκος,342-14-7824,1975-10-26,F,Χαλκίδα,36868,,,
22715686,81469780,1540384610,240000,home purchase,ACCEPTED,6.7,75131880,Υπαπαντή Κατσαφάδου,628-67-9906,1991-10-11,F,Λευκάδα,ΤΚ 97360,1516884633,Google,display3
22715686,81469780,1540384610,240000,home purchase,ACCEPTED,6.7,75131880,Υπαπαντή Κατσαφάδου,628-67-9906,1991-10-11,F,Λευκάδα,ΤΚ 97360,1521360272,Facebook,display3
22715686,81469780,1540384610,240000,home purchase,ACCEPTED,6.7,75131880,Υπαπαντή Κατσαφάδου,628-67-9906,1991-10-11,F,Λευκάδα,ΤΚ 97360,1533369103,Facebook,display1
22715686,81469780,1540384610,240000,home purchase,ACCEPTED,6.7,75131880,Υπαπαντή Κατσαφάδου,628-67-9906,1991-10-11,F,Λευκάδα,ΤΚ 97360,1556814298,Facebook,display2
22719477,9014021,1533309870,150000,home purchase,REJECTED,7.0,47771887,Αηδόνα Ελευθερίου,646-75-9331,1980-12-31,F,Ηγουμενίτσα,ΤΚ 527 41,1506959419,Twitter,display1
